subject,canonical,candidate,decision,confidence,review_source,binding_status,reason,fact_id
main/melee/ft/kinds/ftKirby/ftkirby:ftKb_SpecialN_800EFE1C,ftKb_SpecialN_800EFE1C,ftKb_SpecialN_UnloadKirbyHat,normalize,0.72,regex_no_flags,function_binding_required,Recognized name_statement form; no lexical audit flags.,fact:4ff4d9bc-3969-475e-a030-0bb97072018f
main/melee/cm/cmsnap:cmSnap_80031618,cmSnap_80031618,cmSnap_TryGetImage,normalize,0.61,regex_no_flags,function_binding_required,Recognized name_statement form; no lexical audit flags.,fact:4ff7e39b-f9c5-4a22-abdd-c258bbd6da57
main/melee/gr/grfourside:grFourside_801F2EF4,grFourside_801F2EF4,grFourside_Ground0_Callback3,normalize,0.78,regex_no_flags,function_binding_required,Recognized identifier form; no lexical audit flags.,fact:50045c9b-f46d-429f-8535-45850b765dd5
main/melee/it/kinds/itlinkhookshot:it_802A6DC8,it_802A6DC8,itLinkHookshot_SetJObjTransformFromDirection,normalize,0.7,audit-3,function_binding_required,Original statement supplies one extractable identifier; prefix changes and repeated semantic names do not alter extraction.,fact:50047958-f3b7-4298-b02b-af711bebab19
main/melee/it/kinds/ithinoarashi:it_802D5E4C,it_802D5E4C,itHinoarashi_EnterState0,normalize,0.82,audit-3,function_binding_required,Original statement supplies one extractable identifier; prefix changes and repeated semantic names do not alter extraction.,fact:5007ef62-993d-4001-9b10-f8b3162278a9
main/melee/it/kinds/itrshell:it_8028E6C0,it_8028E6C0,itRShell_Logic15_JumpedOn,normalize,0.94,audit-3,function_binding_required,Original statement supplies one extractable identifier; prefix changes and repeated semantic names do not alter extraction.,fact:500b76ec-4809-4c9a-a95d-a2325b9ed52c
main/melee/it/kinds/itpippi:itPippi_UnkMotion0_Phys,itPippi_UnkMotion0_Phys,itPippi_Appear_Phys,normalize,0.72,regex_no_flags,function_binding_required,Recognized name_statement form; no lexical audit flags.,fact:50169bac-5c59-4cae-ba8f-a8361a24393d
main/melee/it/kinds/itrshell:it_8028D390,it_8028D390,itRShell_DecrementInteractionCount,normalize,0.58,audit-3,function_binding_required,Original statement supplies one extractable identifier; prefix changes and repeated semantic names do not alter extraction.,fact:50279152-c2ce-4a2f-93a0-244304681a66
main/melee/gr/ground:Ground_801C0A70,Ground_801C0A70,Ground_GetBobOmbRainSpawnPosition,normalize,0.8,regex_no_flags,function_binding_required,Recognized name_statement form; no lexical audit flags.,fact:5027c318-19c2-4216-b270-b1da7c2fbda6
main/melee/gr/groldkongo:grOldKongo_8020F46C,grOldKongo_8020F46C,grOldKongo_OnInit,normalize,0.97,regex_no_flags,function_binding_required,Recognized likely_prefix form; no lexical audit flags.,fact:5028648f-18f6-4bd6-adcc-da69613d179c
main/melee/gr/grtlink:grTLink_8022192C,grTLink_8022192C,grTLink_OnDemoInit,normalize,0.97,regex_no_flags,function_binding_required,Recognized identifier form; no lexical audit flags.,fact:502a2473-219a-4e75-9a5a-1edc773ec0b8
main/melee/gr/groldpupupu:grOldPupupu_80210B48,grOldPupupu_80210B48,grOldPupupu_Map4_Callback1,normalize,0.76,regex_no_flags,function_binding_required,Recognized likely_prefix form; no lexical audit flags.,fact:5035016c-4d27-4c26-b9ea-dd67d054bb3b
main/melee/ft/kinds/ftKoopa/ftkoopaspeciallw:fn_80134518,fn_80134518,ftKp_SpecialLw_CreateLandingGFX,normalize,0.8,regex_no_flags,function_binding_required,Recognized likely_prefix form; no lexical audit flags.,fact:503c4170-6cf8-4160-a136-6ba878257738
main/melee/ft/ftcpuattack:ftCo_800B9504,ftCo_800B9504,ftCo_CpuZeldaDinFireControl,normalize,0.67,regex_no_flags,function_binding_required,Recognized name_statement form; no lexical audit flags.,fact:504fd9f3-1888-468e-abb7-595fb27d79a6
main/melee/gm/gmmain_lib:gmMainLib_8015DA68,gmMainLib_8015DA68,gmMainLib_ClearTrophyFlag,normalize,0.84,regex_no_flags,function_binding_required,Recognized name_statement form; no lexical audit flags.,fact:5052fb37-f916-4ad5-858c-ef0e3ff3d6e4
main/melee/ft/ftparts:ftPartGetRotZ,ftPartGetRotZ,ftPartGetRotY,normalize,0.98,regex_no_flags,function_binding_required,Recognized name_statement form; no lexical audit flags.,fact:50579da9-c8f6-4a48-a890-33ed15479d0e
main/melee/it/kinds/itbox:itBox_UnkMotion6_Anim,itBox_UnkMotion6_Anim,itBox_OpenEmpty_Anim,normalize,0.8,regex_no_flags,function_binding_required,Recognized likely_prefix form; no lexical audit flags.,fact:50616f5d-ea05-4502-9e23-b49e53e8ddca
main/melee/it/kinds/itoctarock:itOctarock_UnkMotion0_Anim,itOctarock_UnkMotion0_Anim,itOctarock_Wait_Anim,normalize,0.79,regex_no_flags,function_binding_required,Recognized name_statement form; no lexical audit flags.,fact:50664e51-5541-4ae6-af56-8d5c02c42a97
main/melee/gm/gm_16AE:fn_8016B4BC,fn_8016B4BC,gm_IsRuleType1StageConditionMet,normalize,0.65,regex_no_flags,function_binding_required,Recognized identifier form; no lexical audit flags.,fact:506d2620-c1c1-4e76-bb84-35d752b7dce2
main/melee/it/it_26B1:it_8026B7CC,it_8026B7CC,itGetItemId,normalize,0.78,audit-2,function_binding_required,Single explicit identifier proposal; prefix change is not an extraction defect.,fact:507e065a-4009-410f-b4ae-76525fb33292
main/melee/gr/groldpupupu:grOldPupupu_80210C34,grOldPupupu_80210C34,grOldPupupu_SpawnedObject_OnUpdate,normalize,0.72,regex_no_flags,function_binding_required,Recognized likely_prefix form; no lexical audit flags.,fact:507e1a19-0dbd-41a7-8118-8e5fc67807bd
main/melee/gm/gm_1601:gm_80160980,gm_80160980,gm_GetCharacterName,normalize,0.86,audit-1,function_binding_required;duplicate_candidate_in_unit,Explicit proposed identifier; prefix or duplicate flags do not change extraction.,fact:508d32d4-eddb-4ebb-9a53-1cfb3f5f2e17
main/melee/ft/kinds/ftCommon/ftCo_0C35:ftCo_800C3598,ftCo_800C3598,ftCo_DamageCape_Enter,normalize,0.76,regex_no_flags,function_binding_required,Recognized likely_prefix form; no lexical audit flags.,fact:5090258d-e022-4ba4-a8de-501524701ecd
main/melee/ft/ft_0D27:.data,.data,ftCo_KinokoScaleJointDesc,not_symbol,0.74,audit-1,non_function_binding_required,"This fact names a data section or translation unit, not a symbol binding.",fact:5092d902-75ff-458a-ab5c-d0f67d958cf5
main/melee/ft/kinds/ftCommon/ftCo_ThrownKirby:ftCo_800BE494,ftCo_800BE494,ftCo_ThrownKirby_Enter,normalize,0.94,regex_no_flags,function_binding_required,Recognized identifier form; no lexical audit flags.,fact:5095b8a1-b3f3-4e7d-8f1f-d1de6a475ada
main/melee/gr/grflatzone:grFlatzone_802171CC,grFlatzone_802171CC,stageGObj2_Callback1,normalize,0.82,audit-1,function_binding_required,Explicit proposed identifier; prefix or duplicate flags do not change extraction.,fact:50978125-79d5-44e6-85dc-a922117e55bb
main/melee/gr/grtpeach:grTPeach_802228B8,grTPeach_802228B8,grTPeach_OnInit,normalize,0.96,regex_no_flags,function_binding_required,Recognized identifier form; no lexical audit flags.,fact:50a080e5-5cb9-47e3-b108-a848a03c260e
main/melee/ft/ftcoll:ftColl_8007AEF8,ftColl_8007AEF8,ftColl_EnableReflectHitPosUpdate,normalize,0.87,regex_no_flags,function_binding_required,Recognized likely_prefix form; no lexical audit flags.,fact:50ad18cf-73ed-4d6e-a138-2e64725f6255
main/melee/ft/kinds/ftZelda/ftzeldaspeciallw:ftZd_SpecialLw_8013ADB4,ftZd_SpecialLw_8013ADB4,ftZd_SpecialLw_CreateStartGFX,normalize,0.91,regex_no_flags,function_binding_required,Recognized likely_prefix form; no lexical audit flags.,fact:50adfe17-a61a-48a9-b97b-ee895c249d97
main/melee/it/itcoll:it_8027163C,it_8027163C,itColl_Init,normalize,0.72,audit-2,function_binding_required,Single explicit identifier proposal; prefix change is not an extraction defect.,fact:50afe9b6-fec5-4a02-8f58-d281e741879b
main/melee/it/kinds/itnokonoko:it_802DC83C,it_802DC83C,itNokonoko_Logic3_JumpedOn,normalize,0.91,audit-3,function_binding_required,Original statement supplies one extractable identifier; prefix changes and repeated semantic names do not alter extraction.,fact:50c05926-17f5-4c3b-99a3-3eac70e9e5cd
main/melee/gm/gmgover:gm_801BEFC0,gm_801BEFC0,gmGover_SetCostumeId,normalize,0.87,audit-1,function_binding_required,Explicit proposed identifier; prefix or duplicate flags do not change extraction.,fact:50c4f637-2acc-47a4-9038-b84504c409c6
main/melee/it/kinds/itgshell:itGshell_UnkMotion6_Coll,itGshell_UnkMotion6_Coll,itGShell_Roll_Coll,normalize,0.72,audit-2,function_binding_required,Single explicit identifier proposal; prefix change is not an extraction defect.,fact:50d28df2-33fc-4fa8-9150-948c363ba52f
main/melee/gm/gm_1A45:gm_801A4624,gm_801A4624,gm_GetRuntimeControlFlags,normalize,0.67,regex_no_flags,function_binding_required,Recognized likely_prefix form; no lexical audit flags.,fact:50d96a72-dd99-4c48-a80c-50f440f2778e
main/melee/gm/gmsupersudden:gm_801B8D34,gm_801B8D34,gm_Mode_SuperSuddenDeath_ExitResults,normalize,0.85,regex_no_flags,function_binding_required,Recognized likely_prefix form; no lexical audit flags.,fact:50dd8313-78f9-4cb3-aaae-5b6a99fb27f3
main/melee/cm/camera:Camera_8002EA64,Camera_8002EA64,Camera_SetTargetPosition,normalize,0.84,regex_no_flags,function_binding_required,Recognized likely_prefix form; no lexical audit flags.,fact:50e675e0-9f33-448f-a86a-f2ab1b52d68f
main/melee/ft/kinds/ftYoshi/ftyoshispecialn:fn_8012D128,fn_8012D128,ftYs_SpecialN1_GroundToAir,normalize,0.93,regex_no_flags,function_binding_required,Recognized likely_prefix form; no lexical audit flags.,fact:50eae154-4c79-46ee-8098-731b87f1df9b
main/melee/ft/kinds/ftCommon/ftCo_Rebound:ftCo_80099E44,ftCo_80099E44,ftCo_Rebound_Enter,normalize,0.87,regex_no_flags,function_binding_required,Recognized likely_prefix form; no lexical audit flags.,fact:50ee59b4-4f5f-4c2a-874a-3f7b11d85147
main/melee/mn/mn_22EC:mn_8022EC18,mn_8022EC18,mn_AnimateJObjAllWithLoop,normalize,0.68,regex_no_flags,function_binding_required,Recognized identifier form; no lexical audit flags.,fact:50f82fcc-c41c-4ed7-a7b7-d4a9939d474f
main/melee/it/kinds/itchicorita:itChicorita_UnkMotion2_Phys,itChicorita_UnkMotion2_Phys,itChicorita_Appear_Phys,normalize,0.72,regex_no_flags,function_binding_required,Recognized name_statement form; no lexical audit flags.,fact:50f84dc9-29ce-499b-b759-654dfcdf15f6
main/melee/gr/grmutecity:grMuteCity_801F17B4,grMuteCity_801F17B4,grMuteCity_AddCar5Damage,normalize,0.65,regex_no_flags,function_binding_required,Recognized name_statement form; no lexical audit flags.,fact:50f8ad41-1307-4111-a5b5-e5438cd907fc
main/melee/it/kinds/itklap:it_802E1C84,it_802E1C84,itKlap_Fall,normalize,0.75,audit-3,function_binding_required,Original statement supplies one extractable identifier; prefix changes and repeated semantic names do not alter extraction.,fact:50fb4814-c04d-4c40-89a6-ae20a38505ec
main/melee/lb/lbaudio_ax:lbAudioAx_80028690,lbAudioAx_80028690,lbAudioAx_InitRuntimeState,normalize,0.8,regex_no_flags,function_binding_required,Recognized likely_prefix form; no lexical audit flags.,fact:51012f4c-4879-48c6-8739-05442310bbf5
main/melee/it/kinds/itlikelike:it_802DAD18,it_802DAD18,itLikelike_UnkMotion3_Init,normalize,0.82,audit-3,function_binding_required,Original statement supplies one extractable identifier; prefix changes and repeated semantic names do not alter extraction.,fact:5101ed54-d8d5-421b-ab77-544f19c2fb33
main/melee/gr/grtpikachu:grTPikachu_8022312C,grTPikachu_8022312C,grTPikachu_GObj1_Callback2,normalize,0.94,regex_no_flags,function_binding_required,Recognized identifier form; no lexical audit flags.,fact:51031661-979c-4010-b546-4e23fbf16df6
main/melee/it/kinds/itzeldadinfireexplode:it_802C4580,it_802C4580,itZeldaDinFireExplode_Spawn,normalize,0.86,audit-4,function_binding_required,source explicitly states this candidate,fact:5107850a-22f8-44a4-9d1f-64e80169d752
main/sysdolphin/baselib/debugconsole_main:hsd_80396188,hsd_80396188,HSD_MemoryDumpDraw,normalize,0.72,audit-4,function_binding_required,source explicitly states this candidate,fact:51118d6a-7287-4f55-850f-35d3e6cf751a
main/melee/ft/kinds/ftKirby/ftkirbyspecialfox:ftKb_FxSpecialAirNEnd_Coll,ftKb_FxSpecialAirNEnd_Coll,ftKb_FxSpecialAirNEnd_Coll,already_canonical,0.93,audit-1,function_binding_required,Candidate already matches the canonical name.,fact:5115b6be-31f7-4beb-8ce3-5bff46c083c9
main/melee/ty/toy:Toy_80306954,Toy_80306954,Toy_MainCameraCallback,normalize,0.86,regex_no_flags,function_binding_required,Recognized name_statement form; no lexical audit flags.,fact:5118cddd-c3a0-45cf-9afe-7cc2e8712b02
main/melee/gr/grinishie1:grInishie1_801FAADC,grInishie1_801FAADC,stageGObj3_OnInit,normalize,0.86,audit-1,function_binding_required,Explicit proposed identifier; prefix or duplicate flags do not change extraction.,fact:512d76e0-c768-4cc2-9081-676e7c2548f1
main/melee/pl/pltrick:pl_80037B2C,pl_80037B2C,plTrick_HasHitPlayerWithAttack,normalize,0.66,audit-4,function_binding_required,source explicitly states this candidate,fact:5135695f-7691-40d4-8b68-46aca2410aa8
main/melee/ft/kinds/ftKirby/ftkirbyspecialn:ftKb_SpecialN_800F5A70,ftKb_SpecialN_800F5A70,ftKb_SpecialN_GetThrownKirbyScaleReduction,normalize,0.84,regex_no_flags,function_binding_required,Recognized name_statement form; no lexical audit flags.,fact:513d1c6d-c57f-4cf8-855d-0d22d33525c5
main/melee/lb/lbsnap:lbSnap_8001DA5C,lbSnap_8001DA5C,lbSnap_GenerateBanner,normalize,0.86,regex_no_flags,function_binding_required,Recognized name_statement form; no lexical audit flags.,fact:51417987-b863-4610-8775-2e3b71d85613
main/melee/it/kinds/itbox:it_802870A4,it_802870A4,itBox_Floating_Setup,normalize,0.74,audit-2,function_binding_required,Single explicit identifier proposal; prefix change is not an extraction defect.,fact:5169bfe6-dec6-4653-8387-496d39962328
main/melee/if/ifnametag:un_802FCBA0,un_802FCBA0,NameTag_LoadModel,normalize,0.84,audit-2,function_binding_required,Single explicit identifier proposal; prefix change is not an extraction defect.,fact:516ae9dc-44cf-4388-83b1-ae7db906afdc
main/melee/ft/ftdrawcommon:.data,.data,,ambiguous,0.64,extract-2,non_function_binding_required,Section names three members.,fact:516ff506-795e-43a7-ba71-2107114e167c
main/melee/ft/kinds/ftCommon/ftCo_0A01:ftCo_800A92CC,ftCo_800A92CC,ftCo_CpuRecoverPikachuPichu,normalize,0.68,regex_no_flags,function_binding_required,Recognized name_statement form; no lexical audit flags.,fact:5173dc1f-67e7-44aa-a9df-67e06942f2d3
main/melee/pl/player:Player_80031DC8,Player_80031DC8,Player_ForEachActiveFighterId,normalize,0.78,regex_no_flags,function_binding_required,Recognized identifier form; no lexical audit flags.,fact:517a009c-8200-460e-a06a-feac434e671a
main/melee/gr/stage:Stage_UnkSetVec3TCam_Offset,Stage_UnkSetVec3TCam_Offset,Stage_SetVecToCamOffset,normalize,0.76,regex_no_flags,function_binding_required,Recognized name_statement form; no lexical audit flags.,fact:517d36fa-20a0-42a2-b3f3-84c53194d615
main/melee/it/kinds/ittarucann:itTarucann_UnkMotion2_Anim,itTarucann_UnkMotion2_Anim,itTaruCann_PickedUp_Anim,normalize,0.88,audit-4,function_binding_required,source explicitly states this candidate,fact:517d75cb-12c2-4b5d-918a-f59547a54966
main/melee/gr/grgreatbay:grGreatBay_801F423C,grGreatBay_801F423C,grGreatBay_OnDemoInit,normalize,0.95,regex_no_flags,function_binding_required,Recognized likely_prefix form; no lexical audit flags.,fact:518333e7-905f-4dc0-84d8-d4d2ffe228ac
main/melee/ft/ftaction:ftAction_80072C6C,ftAction_80072C6C,ftAction_SetGroundPoseFlags,normalize,0.62,regex_no_flags,function_binding_required,Recognized name_statement form; no lexical audit flags.,fact:518655a3-8f08-44d7-a38c-e22ded134b60
main/melee/it/kinds/itmaril:it_802D6DDC,it_802D6DDC,itMaril_Fall_Enter,normalize,0.68,audit-3,function_binding_required,Original statement supplies one extractable identifier; prefix changes and repeated semantic names do not alter extraction.,fact:518b946b-a472-4574-82e1-c845fd96e5c7
main/melee/gr/grtmewtwo:grTMewtwo_8022236C,grTMewtwo_8022236C,stageGObj0_OnInit,normalize,0.96,audit-2,function_binding_required,Single explicit identifier proposal; prefix change is not an extraction defect.,fact:51a31861-3cab-4a02-9fde-56ec97d87551
main/melee/gr/grtgamewatch:grTGameWatch_802242D4,grTGameWatch_802242D4,stageGObj0_Callback3,normalize,0.97,audit-2,function_binding_required,Single explicit identifier proposal; prefix change is not an extraction defect.,fact:51a5d443-e096-41eb-8a79-ef0508cc6044
main/melee/ft/ftanim:ftAnim_IsFramesRemaining,ftAnim_IsFramesRemaining,ftAnim_IsFramesRemaining,already_canonical,0.72,extract-2,function_binding_required,Single stated symbol spelling.,fact:51a633bd-b075-4858-a9ce-56fc9ff7071b
main/melee/gr/grfourside:grFourside_801F41E0,grFourside_801F41E0,grFourside_OnTouchLine,normalize,0.97,regex_no_flags,function_binding_required,Recognized identifier form; no lexical audit flags.,fact:51b1050c-80bf-4541-8e7c-5b788267bd98
main/melee/it/kinds/itfflower:it_8029313C,it_8029313C,itFflower_UnkMotion1,normalize,0.86,audit-2,function_binding_required,Single explicit identifier proposal; prefix change is not an extraction defect.,fact:51bb3273-420d-472a-88ad-46bf5c911167
main/melee/ft/ftcommon:ftCommon_8007D140,ftCommon_8007D140,ftCommon_ApplyAerialDrift,normalize,0.74,regex_no_flags,function_binding_required,Recognized leading_name form; no lexical audit flags.,fact:51bb6b7d-508c-4908-af73-7f07e3e205ae
main/melee/lb/lb_00F9:lb_8000FD18,lb_8000FD18,lbDynamics_ReleaseDesc,normalize,0.76,audit-4,function_binding_required,source explicitly states this candidate,fact:51bd0701-931c-42c3-aa98-63d46ba1e8f8
main/melee/mn/mnevent:.sbss,.sbss,,not_symbol,0.82,extract-4,non_function_binding_required,section contains three named members,fact:51bd6ef4-bc1a-4354-8136-e24413cb3add
main/melee/gm/gm_1884:fn_80188B3C,fn_80188B3C,TrainingMode_UpdateTotalDamageDisplay,normalize,0.84,regex_no_flags,function_binding_required,Recognized identifier form; no lexical audit flags.,fact:51bede15-defc-44b1-80ef-1ed4a81a07df
main/melee/ft/kinds/ftMasterHand/ftmasterhandwalk:ftMh_MS_353_80151DC4,ftMh_MS_353_80151DC4,ftMh_Walk2_Enter,normalize,0.82,regex_no_flags,function_binding_required,Recognized likely_prefix form; no lexical audit flags.,fact:51c62f7f-de4b-4a6a-903a-529ee1e45423
main/melee/gr/grmaterial:grMaterial_801C8DE0,grMaterial_801C8DE0,grMaterial_SetHurtCapsule,normalize,0.73,regex_no_flags,function_binding_required,Recognized name_statement form; no lexical audit flags.,fact:51c6fbdb-d7f5-4cba-a054-6c2b23633cde
main/melee/mp/mpcoll:mpColl_800436E4,mpColl_800436E4,mpCollSetECBRotation,normalize,0.82,audit-4,function_binding_required,source explicitly states this candidate,fact:51c8f794-cdc4-4bb9-bbed-35c9fb3f3b39
main/melee/ft/kinds/ftCommon/ftCo_0D8E:fn_800D9228,fn_800D9228,ftCo_CatchDash_Anim_Link,ambiguous,0.76,audit-1,function_binding_required,Text leaves competing proposed names unresolved.,fact:51d03ca9-002a-40b6-a6bf-0d3d9c663865
main/melee/ft/ft_0DF1:ftCo_800DF79C,ftCo_800DF79C,ftCo_CStick_CheckCliffInput,normalize,0.67,regex_no_flags,function_binding_required,Recognized likely_prefix form; no lexical audit flags.,fact:51d63e0b-cb63-40ca-8dbb-7f652554851b
main/melee/gm/gm_16AE:fn_8016EF98,fn_8016EF98,gm_DeactivatePlayerSlot,normalize,0.78,regex_no_flags,function_binding_required,Recognized leading_name form; no lexical audit flags.,fact:51e641f4-153b-4834-8ffa-3f7d122556cb
main/melee/gr/grlast:grLast_8021AB34,grLast_8021AB34,grLast_GObj4_OnInit,normalize,0.86,regex_no_flags,function_binding_required,Recognized name_statement form; no lexical audit flags.,fact:51ef7a1f-f1f7-4a80-ac4d-cf9f98a44e3a
main/melee/ft/ftbosslib:ftBossLib_8015C190,ftBossLib_8015C190,ftBossLib_ClampToFloorBounds,normalize,0.82,regex_no_flags,function_binding_required,Recognized likely_prefix form; no lexical audit flags.,fact:51f0f876-e1f1-4cd4-9390-06423289d0e3
main/melee/gr/grizumi:grIzumi_801CC0CC,grIzumi_801CC0CC,stageGObj3_Callback1,normalize,0.92,audit-1,function_binding_required,Explicit proposed identifier; prefix or duplicate flags do not change extraction.,fact:51f96cb0-77ba-4ec7-a22c-fb75a8f0f780
main/melee/gr/grkongo:grKongo_801D7E78,grKongo_801D7E78,grKongo_GetObjectPosition,normalize,0.76,regex_no_flags,function_binding_required,Recognized name_statement form; no lexical audit flags.,fact:51fa91fa-8930-447a-b253-7cfec3d6c24c
main/melee/gm/gm_1601:gm_80163114,gm_80163114,gm_HasAllStarClearForAllCharacters,normalize,0.76,regex_no_flags,function_binding_required,Recognized identifier form; no lexical audit flags.,fact:51ff09a3-2d03-4106-b79c-edb18710e2d6
main/melee/mp/mpcoll:mpColl_800439FC,mpColl_800439FC,mpCollResolveCeilingLeftWall,normalize,0.76,audit-4,function_binding_required,source explicitly states this candidate,fact:51ff708f-e134-4cc3-ba4c-0c477cb7d54a
main/melee/lb/lbcommand:Command_03,Command_03,Command_SetLoop,normalize,0.94,regex_no_flags,function_binding_required,Recognized identifier form; no lexical audit flags.,fact:5203e3df-eb62-4fd0-9ed9-0520afcb40b5
main/melee/if/textlib_1:un_80302FFC,un_80302FFC,DevMenu_Draw,normalize,0.72,audit-2,function_binding_required,Single explicit identifier proposal; prefix change is not an extraction defect.,fact:520cab03-2030-4de7-9129-869cc0ea6a7e
main/melee/gm/gm_1AED:gm_801AF250,gm_801AF250,gm_MemCard_HandleInitialStatus,normalize,0.72,regex_no_flags,function_binding_required,Recognized likely_prefix form; no lexical audit flags.,fact:5212e9b3-13aa-4706-9c09-25a050559ad0
main/melee/ft/ft_0CE3:ftCo_800CE480,ftCo_800CE480,ftCo_FireFlowerShootAir_Enter,normalize,0.96,regex_no_flags,function_binding_required,Recognized identifier form; no lexical audit flags.,fact:52151350-9969-4944-b720-b5222ee2588b
main/melee/gm/gm_1736:gm_80173C70,gm_80173C70,gm_CheckMultimanUnlocks,normalize,0.74,regex_no_flags,function_binding_required,Recognized name_statement form; no lexical audit flags.,fact:5219d307-8968-4f93-bae6-6ed2bcb1ac2d
main/melee/gr/grinishie2:grInishie2_801FDE8C,grInishie2_801FDE8C,grInishie2_GObj1_Callback0,normalize,0.9,regex_no_flags,function_binding_required,Recognized leading_name form; no lexical audit flags.,fact:522ef2d9-09f9-484c-98f6-e447cc21f13a
main/melee/gr/grtpeach:grTPeach_80222ACC,grTPeach_80222ACC,stageGObj2_Callback1,normalize,0.94,extract-3,function_binding_required,explicit local callback name,fact:5230126e-0957-494b-9adc-e95be49a4fea
main/melee/it/kinds/itsonans:it_802CD4FC,it_802CD4FC,itSonans_UpdateCounter,normalize,0.78,audit-3,function_binding_required,Original statement supplies one extractable identifier; prefix changes and repeated semantic names do not alter extraction.,fact:523777bb-ac80-4e04-98ad-ce2b627f6783
main/melee/gr/grkongo:grKongo_801D64B4,grKongo_801D64B4,grKongo_TransientMapObject_Callback1,normalize,0.66,regex_no_flags,function_binding_required,Recognized likely_prefix form; no lexical audit flags.,fact:52380abc-31b4-4cc8-936d-75596a52de5d
main/melee/it/kinds/itmato:it_802D84F8,it_802D84F8,itMato_Logic10_Spawned,normalize,0.9,audit-3,function_binding_required,Original statement supplies one extractable identifier; prefix changes and repeated semantic names do not alter extraction.,fact:5247604e-f7a7-49cb-b6c8-8b6525dd3f76
main/melee/ft/kinds/ftCommon/ftCo_0A01:ftCo_800AECF0,ftCo_800AECF0,ftCo_CpuSelectTargetAndAct,normalize,0.62,audit-1,function_binding_required;duplicate_candidate_in_unit,Explicit proposed identifier; prefix or duplicate flags do not change extraction.,fact:52490251-29b0-4e9f-9d5f-b76075ea5b05
main/melee/mn/mnsnap:mnSnap_80253F60,mnSnap_80253F60,mnSnap_AnimateCardSlots,normalize,0.82,regex_no_flags,function_binding_required,Recognized likely_prefix form; no lexical audit flags.,fact:524c3446-b311-46c0-a1e4-29be83795c5b
main/melee/ft/kinds/ftCommon/ftCo_0C60:ftCo_800C60C8,ftCo_800C60C8,ftCo_HammerFall_CheckInput,normalize,0.88,regex_no_flags,function_binding_required,Recognized leading_name form; no lexical audit flags.,fact:52511331-e9d5-4cbb-b820-5afa47d01a54
main/melee/it/it_2725:it_80274990,it_80274990,itGetSpinRotation,normalize,0.76,audit-2,function_binding_required,Single explicit identifier proposal; prefix change is not an extraction defect.,fact:52535db6-9fb1-4430-9942-84c803259c99
main/melee/it/kinds/itlinkarrow:itLinkarrow_UnkMotion1_Phys,itLinkarrow_UnkMotion1_Phys,itLinkarrow_Fly_Phys,normalize,0.8,regex_no_flags,function_binding_required,Recognized name_statement form; no lexical audit flags.,fact:5258d5a3-5c82-4145-85cc-118acd011e0e
main/melee/gr/grgreatbay:grGreatBay_801F4240,grGreatBay_801F4240,grGreatBay_OnInit,normalize,0.97,regex_no_flags,function_binding_required,Recognized likely_prefix form; no lexical audit flags.,fact:526eade9-1a87-49d1-9b8e-1a2f769906fd
main/melee/gr/grtpurin:.sbss,.sbss,,not_symbol,0.95,audit-2,non_function_binding_required,"Subject is a section/data binding, not a function symbol; the fact does not identify a bound variable.",fact:5270d8c0-09f1-4d9a-b081-7b42b0f4076d
main/melee/gm/gmtoulib:fn_8018D50C,fn_8018D50C,gmTournament_DrawTwoSlotBracketLines,normalize,0.77,regex_no_flags,function_binding_required,Recognized identifier form; no lexical audit flags.,fact:52726fc6-733b-4c51-9045-833386b7b2b7
main/melee/it/kinds/ittaru:it_802885C8,it_802885C8,itTaru_EnterEmptyOpenState,normalize,0.72,audit-4,function_binding_required,source explicitly states this candidate,fact:5286dcf2-cc4d-44a0-af10-b8ce2ad0f0b3
main/melee/gm/gm_17AD:fn_8017AD78,fn_8017AD78,gmClampResultStat5Digits,normalize,0.62,regex_no_flags,function_binding_required,Recognized identifier form; no lexical audit flags.,fact:528e566b-91d4-4b14-a58d-5a076902a3d5
main/melee/it/kinds/itraikou:itRaikou_UnkMotion1_Anim,itRaikou_UnkMotion1_Anim,itRaikou_Spawn_Anim,normalize,0.78,regex_no_flags,function_binding_required,Recognized name_statement form; no lexical audit flags.,fact:5296ec8a-7ad4-4726-ae06-8a8884a581f1
main/melee/gm/gm_16F1:fn_80172768,fn_80172768,gm_IsTrophyTotalAtLeast250,normalize,0.76,regex_no_flags,function_binding_required,Recognized identifier form; no lexical audit flags.,fact:529c9320-c7a4-4041-ac7c-e062f5f1fe25
main/melee/gr/grheal:.rodata,.rodata,trophy_spawn_pos,not_symbol,0.72,audit-1,non_function_binding_required,"This fact names a data section or translation unit, not a symbol binding.",fact:52a022ec-e557-4cd3-8d9e-56c7df255fe1
main/melee/if/soundtest:un_802FF88C,un_802FF88C,,ambiguous,0.72,audit-2,function_binding_required,Candidate collides with another proposed name in the same translation unit.,fact:52a12bb8-8ee4-49b9-989e-282bcf7d1a0f
main/melee/if/ifstatus:ifStatus_802F6E3C,ifStatus_802F6E3C,ifStatus_ResumePlayerHUD,normalize,0.82,regex_no_flags,function_binding_required,Recognized name_statement form; no lexical audit flags.,fact:52a3c80e-904a-46ec-b8a5-8db251de51c4
