id,target_id,entity_id,type,value,rationale,confidence,updated_at,symbol,stable_key,unit,target_kind,target_status,entity_kind,locator,entity_status,matched_in
fact:421d8ca6-8a29-4309-9551-8423a19ef054,target:function:main/melee/ft/kinds/ftCommon/ftCo_AttackS4:checkItemThrow,,state_behavior,"If no item is held, the helper performs no transition and returns false. With an item, held L/R, item classification 0, classification 3 combined with it_8026B594, or ftCo_800DF21C succeeding starts LightThrowF4 when the requested horizontal direction agrees with current facing and LightThrowB4 otherwise. If that throw guard fails, classification 2 turns the fighter toward the requested direction and calls ftCo_Attack_800CCF58 with mode 2; classification 3 similarly turns the fighter and calls ftCo_Attack_800CDD14. Each dispatched path returns true, while every unhandled classification returns false.",This claim follows the helper's exact nested guard and switch structure without assigning unsupported semantic names to the item classifications or unknown predicates.,0.99,2026-09-02T01:09:47.259Z,checkItemThrow,main/melee/ft/kinds/ftCommon/ftCo_AttackS4:checkItemThrow,main/melee/ft/kinds/ftCommon/ftCo_AttackS4,function,current,,,,rationale
fact:42799b52-4382-417f-b9de-c26ebc0325c8,target:function:main/melee/ft/ftbosslib:ftBossLib_8015C31C,,purpose,"Reports whether Crazy Hand is currently in either of two distinguished motion states, 0x181 or 0x182, so coordinated Hand actions can avoid reinitializing Crazy Hand in that state domain and can terminate active paired phases when he enters it.","The target directly tests Crazy Hand's current motion ID for membership in {0x181, 0x182}. A TagCrush entry routine invokes its Crazy Hand initializer only when this predicate is false, while TagCrush, TagApplaud, and TagRockPaper animation callbacks use a true result as an immediate exit condition. These callers establish its shared guard role without requiring an unsupported semantic name for the two unresolved state IDs.",0.98,2026-09-02T12:10:02.285Z,ftBossLib_8015C31C,main/melee/ft/ftbosslib:ftBossLib_8015C31C,main/melee/ft/ftbosslib,function,current,,,,rationale
fact:43001824-1eef-47c0-a304-ad4f08603a11,target:function:main/melee/ft/kinds/ftGameWatch/ftgamewatchspecialn:ftGw_SpecialN_Anim,,purpose,Serves as the grounded Chef animation callback: it advances the move's Chef-specific loop processing each update and hands the fighter to ft_8008A2BC when the current animation has no frames remaining.,"The complete function body first invokes the Chef-loop helper, then queries whether animation frames remain, and calls ft_8008A2BC only when they do not. This directly establishes its per-update and animation-completion responsibilities without assigning an unsupported semantic name to the final helper.",0.99,2026-09-01T23:45:14.377Z,ftGw_SpecialN_Anim,main/melee/ft/kinds/ftGameWatch/ftgamewatchspecialn:ftGw_SpecialN_Anim,main/melee/ft/kinds/ftGameWatch/ftgamewatchspecialn,function,current,,,,rationale
fact:434154d2-0893-4c26-a0e5-37bc87a6f263,target:function:main/melee/it/kinds/itpatapata:itPatapata_UnkMotion3_Coll,,game_mapping,"Realizes part of the red Koopa Paratroopa's bounded jumping and fluttering movement: environmental contacts turn or rebuild its horizontal travel, while landings launch, reflect, or restart vertical arcs according to the current movement phase.","The code demonstrably maintains repeated horizontal and vertical arcs in response to side contacts and the ground. This matches the Melee trophy's description of Koopa Paratroopas spending their time jumping or fluttering around a small area, while the internal PATAPATA name is directly mapped to the red Koopa Paratroopa.",0.95,2026-09-02T03:19:42.980Z,itPatapata_UnkMotion3_Coll,main/melee/it/kinds/itpatapata:itPatapata_UnkMotion3_Coll,main/melee/it/kinds/itpatapata,function,current,,,,rationale
fact:43d09f64-5895-4b1c-954a-8b68df53467a,,translation_unit:src/melee/if/ifnametag.c,game_mapping,"Implements Melee's overhead player markers and player-name tags: colored 1P–4P, CPU, heart, or nametag marker models identify players, while a human slot with an enabled name profile receives its stored short name as text positioned above the fighter during gameplay.","The current source retains the annotated 1P–4P, CPU, nametag, heart, team-color, and gray marker variants. Its creation and update paths still resolve an eligible human player's stored name and position both the selected marker and name text relative to the fighter, so the mapping remains sound and the drifted citation is refreshed at head.",0.98,2026-09-04T23:12:41.928Z,,,,,,translation_unit,src/melee/if/ifnametag.c,active,value
fact:454d0b1a-2a5e-411e-94f9-bfdb5b30e015,target:function:main/melee/mp/mplib:mpJointSetB10,,purpose,"Marks one indexed stage collision joint with the currently unidentified `CollJoint_B10` property, allowing stage initializers to permanently opt selected collision groups into behavior recognized elsewhere by the collision system.","The current function sets only B10 on the selected joint, and current Kongo, Mute City, and Zebes initializers continue to invoke it for fixed collision groups. No current evidence resolves the property's downstream semantic name.",0.95,2026-09-04T21:23:27.504Z,mpJointSetB10,main/melee/mp/mplib:mpJointSetB10,main/melee/mp/mplib,function,current,,,,rationale
fact:45c5d889-4815-430c-b4ee-d660be99af08,target:function:main/melee/ft/kinds/ftCommon/ftCo_PassiveWall:ftCo_PassiveWall_Anim,,game_mapping,"Implements the release and completion phase of Melee's wall tech and wall tech jump: PassiveWall pushes the fighter away from the wall, while PassiveWallJump supplies the wall-jump launch and can be selected from a queued jump input.",The current code distinguishes PassiveWall and PassiveWallJump and assigns their respective launch behavior. The mechanics documentation identifies those internal names as wall tech and the jump-input wall tech variant.,0.99,2026-09-04T19:05:33.883Z,ftCo_PassiveWall_Anim,main/melee/ft/kinds/ftCommon/ftCo_PassiveWall:ftCo_PassiveWall_Anim,main/melee/ft/kinds/ftCommon/ftCo_PassiveWall,function,current,,,,rationale
fact:461f9eac-9e18-4ff1-ab37-114a67e0b668,target:function:main/melee/if/ifnametag:un_802FD28C,,game_mapping,"Updates Melee's overhead player-identification display for one participant: the marker reflects player number, CPU/team status, or the colored nametag variant, and an eligible human player's selected saved name is refreshed as the text displayed above that fighter during gameplay.",The current selector and refresh routine continue to update both the marker's identification variant and the selected saved-name text.,0.98,2026-09-04T20:21:44.827Z,un_802FD28C,main/melee/if/ifnametag:un_802FD28C,main/melee/if/ifnametag,function,current,,,,value
fact:46228d84-37c9-4d3c-ae74-beda1a234fbd,,translation_unit:src/melee/gr/grshrine.c,game_mapping,"Realizes Melee's Temple stage, whose internal stage name is Shrine.","At the current head, the unit's StageData still selects `Gr_Kind_Shrine` and `/GrSh.dat`, while the current ground-kind declaration explicitly identifies `Gr_Kind_Shrine` as Hyrule Temple.",0.99,2026-09-04T23:06:45.253Z,,,,,,translation_unit,src/melee/gr/grshrine.c,active,value
fact:46facb0f-d66f-4529-9310-d8132c0e1cd0,target:function:main/melee/ft/ftdata:ftData_800858E4,,purpose,Lazily acquires the DAT archive for one fighter costume and caches its required model-joint root plus its optional material-animation joint root for subsequent fighter model construction.,"The complete matched body selects one per-kind, per-costume cache entry and does nothing when its joint is already present. Otherwise it passes the selected DAT filename and public-symbol names to the archive loader, with cache fields as output destinations. The caller invokes it during fighter creation immediately before applying the cached costume joint.",0.99,2026-09-02T08:08:07.488Z,ftData_800858E4,main/melee/ft/ftdata:ftData_800858E4,main/melee/ft/ftdata,function,current,,,,rationale
fact:471a9c29-3237-4b4f-af30-f5f9502087a7,target:function:main/melee/lb/lbcardnew:lb_8001C0F4,,inferred_type,"Asynchronous request-submission function with effective signature int (int channel, const char* first_filename, const char* second_filename, const char* temporary_filename, status-output pointer). Filenames occupy fixed 0x20-byte task fields, and the returned int is the card-task dispatcher status.","The matched signature supplies the channel, three filename pointers, and status storage. Each name is copied into a CardTask filename field with a 0x20-byte bound, and the function directly returns lb_80019CB0(0x10). Its snapshot caller passes two formatted snapshot filenames, a third generated filename, and null status storage.",0.96,2026-09-02T08:02:16.772Z,lb_8001C0F4,main/melee/lb/lbcardnew:lb_8001C0F4,main/melee/lb/lbcardnew,function,current,,,,rationale
fact:48e2df37-fadb-40ad-a3a2-c6d04c5bb523,target:function:main/melee/it/kinds/itclimbersice:it_2725_Logic90_HitShield,,game_mapping,"Implements Ice Shot's projectile ShieldHit response, distinct from the article's separate ShieldBounced event: a sufficiently slow ice block can rebound with reduced velocity and lifetime, while the callback returns the terminal result for a faster block or one whose remaining lifetime falls below the configured threshold.","The code places this callback beside a separate `ShieldBounced` handler, establishing that it represents the ShieldHit route rather than the generic shield-bounce event. Its module and item behavior identify the projectile as the ice block from Ice Shot, which SmashWiki names as the Ice Climbers' neutral special.",0.96,2026-09-02T02:44:32.101Z,it_2725_Logic90_HitShield,main/melee/it/kinds/itclimbersice:it_2725_Logic90_HitShield,main/melee/it/kinds/itclimbersice,function,current,,,,rationale
fact:493fff24-cc36-4009-b50f-14ddb85b7f80,target:function:main/melee/ft/kinds/ftCommon/ftCo_CaptureWaitKirby:ftCo_CaptureWaitKirby_Phys,,purpose,"Serves as the intentionally inert physics callback for the victim's CaptureWaitKirby state. It occupies the state's physics-update slot without applying movement, velocity, or other fighter-state changes while the capture is maintained by the unit's other callbacks.","The complete matched definition is an empty function named as the CaptureWaitKirby physics callback. The same unit's IASA callback performs the actual capture maintenance, mash processing, and release transition, so the empty physics phase is a deliberate no-op rather than the owner of that behavior.",0.98,2026-09-02T03:25:06.578Z,ftCo_CaptureWaitKirby_Phys,main/melee/ft/kinds/ftCommon/ftCo_CaptureWaitKirby:ftCo_CaptureWaitKirby_Phys,main/melee/ft/kinds/ftCommon/ftCo_CaptureWaitKirby,function,current,,,,rationale
fact:4b25b4e0-afab-4ffe-a534-e943a544e523,target:function:main/melee/ft/ft_0CD3:ftCo_HarisenSwing_Phys,,game_mapping,"Runs the per-frame physics portion of the fighter action used to swing the Fan item, whose Japanese name is Harisen.","The matched function is specifically named HarisenSwing_Phys. SmashWiki directly maps Harisen to Fan and documents that Melee's Fan is a rapidly swung weapon, grounding the code action in the visible item mechanic.",0.96,2026-09-02T02:27:44.553Z,ftCo_HarisenSwing_Phys,main/melee/ft/ft_0CD3:ftCo_HarisenSwing_Phys,main/melee/ft/ft_0CD3,function,current,,,,value
fact:4c21fbde-5fd6-49fe-8b30-028b3a109871,target:function:main/melee/ft/kinds/ftKirby/ftkirbyspecialmewtwo:ftKb_SpecialNMt_80107410,,game_mapping,Provides audible progress feedback for charging Kirby's copied version of Mewtwo's Shadow Ball.,"The Kirby helper converts copied-special charge into staged audio cues, and the current corresponding Mewtwo routine is explicitly named as Shadow Ball charge SFX.",0.98,2026-09-04T19:18:18.003Z,ftKb_SpecialNMt_80107410,main/melee/ft/kinds/ftKirby/ftkirbyspecialmewtwo:ftKb_SpecialNMt_80107410,main/melee/ft/kinds/ftKirby/ftkirbyspecialmewtwo,function,current,,,,rationale
fact:4cb94380-f335-4729-9680-a6de784588c1,target:function:main/melee/gr/grtzelda:grTZelda_80224084,,purpose,Performs callback-0 joint-object setup for Zelda's Target Test Ground object 1 by passing that object to `Ground_JObjInline1`.,"The function is the first callback in row 1 of `grTZd_StageCallbacks`. The object factory uses one ID both to select a callback row and to retrieve the corresponding stage GObj, establishing that row 1 belongs to Ground object 1. The complete function then delegates that object to `Ground_JObjInline1`, while the exact grBattle analog is explicitly named as a Ground-object callback 0.",0.97,2026-09-02T06:51:53.886Z,grTZelda_80224084,main/melee/gr/grtzelda:grTZelda_80224084,main/melee/gr/grtzelda,function,current,,,,rationale
fact:4d38882e-d076-432c-a0cb-8fb2ea578185,target:function:main/melee/it/kinds/itluigifireball:itLuigiFireball_Logic89_Clanked,,purpose,Provides Luigi Fireball's item-specific clank-event callback; it performs no custom processing and unconditionally returns true to its caller.,"The recovered function is explicitly named as the Logic89 `Clanked` handler, and its entire body consists of returning true without reading or modifying the item.",0.99,2026-09-02T01:29:10.115Z,itLuigiFireball_Logic89_Clanked,main/melee/it/kinds/itluigifireball:itLuigiFireball_Logic89_Clanked,main/melee/it/kinds/itluigifireball,function,current,,,,rationale
fact:4d8ee18a-4a06-4fbb-99a3-f16e480fdbce,target:function:main/melee/it/kinds/itleadead:it_802E8BCC,,game_mapping,Initializes the item-system actor representing Melee's ReDead enemy before its autonomous Underground Maze behavior begins.,"The code initializes Leadead-specific runtime storage and enters the Leadead actor's initial airborne state. SmashWiki identifies ReDead's Japanese name as Rīdeddo, matching the internal Leadead transliteration, and documents ReDeads as autonomous Adventure Mode enemies in the Underground Maze.",0.97,2026-09-02T06:04:16.246Z,it_802E8BCC,main/melee/it/kinds/itleadead:it_802E8BCC,main/melee/it/kinds/itleadead,function,current,,,,rationale
fact:4f932203-a16a-48c5-9f32-97e3185f3fdd,target:function:main/melee/ft/kinds/ftKoopa/ftkoopaspecialn:ftKp_SpecialNStart_Phys,,inferred_type,Fighter action-state physics callback with signature `void(Fighter_GObj* gobj)`.,"The matched definition explicitly returns `void`, accepts one `Fighter_GObj*`, and is named as the physics callback for the grounded SpecialN startup state.",0.99,2026-09-02T01:26:00.352Z,ftKp_SpecialNStart_Phys,main/melee/ft/kinds/ftKoopa/ftkoopaspecialn:ftKp_SpecialNStart_Phys,main/melee/ft/kinds/ftKoopa/ftkoopaspecialn,function,current,,,,rationale
fact:500afb77-b78f-4b3c-b09a-85890f1f7c03,target:function:main/melee/ft/kinds/ftCommon/ftCo_ThrownKirby:ftCo_ThrownCopyStar_Phys,,data_flow,"Obtains the Fighter from gobj, performs the local physics update, passes that Fighter and ftKb_SpecialN_800F5AD8()'s Kirby-specific tuning value into ftCommon_GrabMash, stores the returned value in fp->mv.co.thrownkirby.x14, then reads fp->grab_timer to decide whether to call ftCo_800BE494(gobj).","This is the explicit input, storage, guard, and dispatch sequence in the matched implementation; the source does not yet establish a more specific semantic name or type for x14 or the special-N getter's returned value.",0.99,2026-09-02T03:54:36.286Z,ftCo_ThrownCopyStar_Phys,main/melee/ft/kinds/ftCommon/ftCo_ThrownKirby:ftCo_ThrownCopyStar_Phys,main/melee/ft/kinds/ftCommon/ftCo_ThrownKirby,function,current,,,,rationale
fact:50b9bf06-4b31-408e-9db1-2ea6dc3d8f74,target:function:main/melee/it/kinds/itmewtwoshadowball:itMewtwoShadowball_Logic101_Absorbed,,purpose,"Provides Shadow Ball's item-side absorption response, unconditionally returning a positive result without performing projectile-specific cleanup, transformation, or state mutation.","The complete matched function is explicitly named as Logic101's absorbed handler and consists solely of returning true. The surrounding interaction family handles reflection separately by changing the projectile's stored direction, confirming that this absorption handler is an acknowledgement rather than a local transformation routine.",0.99,2026-09-02T02:54:19.852Z,itMewtwoShadowball_Logic101_Absorbed,main/melee/it/kinds/itmewtwoshadowball:itMewtwoShadowball_Logic101_Absorbed,main/melee/it/kinds/itmewtwoshadowball,function,current,,,,rationale
fact:5101b4af-b21e-4432-b6bf-e314fa8e3a09,target:function:main/melee/it/kinds/itkamex:itKamex_Logic31_HitShield,,purpose,Provides Kamex Logic31's shield-contact callback. It accepts every invocation by returning true without performing any item update or other side effect.,"The complete function is explicitly named as the Logic31 HitShield handler and consists only of an unconditional true return, establishing both its callback role and its no-op implementation.",0.98,2026-09-02T04:36:28.923Z,itKamex_Logic31_HitShield,main/melee/it/kinds/itkamex:itKamex_Logic31_HitShield,main/melee/it/kinds/itkamex,function,current,,,,rationale
fact:5147ef0b-f6d8-4b76-98d5-89395e3a8cba,target:function:main/melee/it/kinds/ittogepy:itTogepy_UnkMotion1_Coll,,purpose,"Serves as the stage-collision callback for Togepi's internal motion state 1, selecting the appropriate item collision routine according to whether Togepi is currently airborne or grounded.",The function is named as the collision callback for motion 1 and directly branches on Item.ground_or_air before invoking one of two item ground-collision helpers.,0.97,2026-09-02T01:58:30.556Z,itTogepy_UnkMotion1_Coll,main/melee/it/kinds/ittogepy:itTogepy_UnkMotion1_Coll,main/melee/it/kinds/ittogepy,function,current,,,,rationale
fact:53427f7f-e04a-464d-83e2-7c527dcd8612,target:function:main/melee/gr/grlast:grLast_8021C6AC,,data_flow,"Creates six opaque `GXColor` constants and distributes them across the active `GroundParam` palette as follows: `{8C,B4,BE}` to xB8 and xC0; `{96,B4,BE}` to xBC; `{6E,78,8C}` to xC4 and xCC; black to xC8; `{73,A0,91}` to xD0 and xD8; and `{87,A5,A0}` to xD4. The function reads no arguments or stage-local variables.","The target's call order can be mapped directly to the resolved setter bodies, each of which writes one known GroundParam field. This establishes the exact constant-to-field flow without assigning unsupported semantic names to the individual palette slots.",0.99,2026-09-02T07:18:33.857Z,grLast_8021C6AC,main/melee/gr/grlast:grLast_8021C6AC,main/melee/gr/grlast,function,current,,,,rationale
fact:53a546ab-6f19-4605-bb42-a14c686ffb72,target:function:main/melee/ft/kinds/ftCommon/ftCo_ShieldBreakDown:ftCo_ShieldBreakDown_Phys,,purpose,"Serves as the ShieldBreakDown action state's physics callback, delegating the fighter's per-frame physical processing entirely to ft_80084F3C.","The recovered function is explicitly named as the state's Phys callback, and its complete body consists solely of forwarding its fighter object to ft_80084F3C.",0.97,2026-09-02T01:47:49.064Z,ftCo_ShieldBreakDown_Phys,main/melee/ft/kinds/ftCommon/ftCo_ShieldBreakDown:ftCo_ShieldBreakDown_Phys,main/melee/ft/kinds/ftCommon/ftCo_ShieldBreakDown,function,current,,,,rationale
fact:57f8cfd8-20e8-488d-9c49-74ba46e20009,target:function:main/melee/ft/kinds/ftCommon/ftCo_Wait:ftCo_Wait_Anim,,state_behavior,"On each Wait animation callback, a set Fighter.x2224_b2 causes entry into DownSpot. If the flag is clear, no DownSpot transition is requested and the callback instead runs shared wait-animation processing using the fighter's character-specific x24 value.","The source is a direct if/else with DownSpot entry in the true arm and the wait-animation helper in the false arm, proving the mutually exclusive state behavior without requiring an unsupported semantic name for the controlling flag.",0.99,2026-09-01T23:45:06.620Z,ftCo_Wait_Anim,main/melee/ft/kinds/ftCommon/ftCo_Wait:ftCo_Wait_Anim,main/melee/ft/kinds/ftCommon/ftCo_Wait,function,current,,,,rationale
fact:583b4915-159c-499f-8f56-e922c0718e11,target:function:main/melee/mn/mnname:mnName_MainInput,,state_behavior,"Back input sets a five-tick cooldown; from an ordinary saved-name slot it first moves the cursor to special slot 26, while from a special slot it clears the entering-menu state and exits. Confirm also sets a five-tick cooldown. Slot 24 enters name creation only while fewer than 120 persistent names exist, passing the number of valid names to the new-name screen; otherwise it plays an error sound. Slot 25 toggles the sort-order byte, sorts the list, resets its horizontal offset, and redraws when at least one page exists. Slot 26 returns the cursor to slot 0 when pages exist. Confirming a saved-name slot succeeds only when the mapped persistent record is nonempty, after which confirmation state is initialized and a follow-up routine is invoked. Without confirm, shoulder input cyclically changes the horizontal column offset when more than four columns exist, while directional input recalculates the hovered selection and plays a move sound only when it changes.","The current switch cases and non-confirm path retain every stated guard, cooldown, special-slot transition, capacity check, persistent-record validation, sort and scroll update, and directional movement condition.",0.98,2026-09-05T00:23:55.542Z,mnName_MainInput,main/melee/mn/mnname:mnName_MainInput,main/melee/mn/mnname,function,current,,,,value
fact:58670536-2b9f-4c08-91fa-dc9c18e302f0,target:function:main/melee/it/kinds/itgshell:it_8028B8D8,,game_mapping,Supplies a recurring visual effect for the active Green Shell while its motion-state logic maintains the shell that continues moving and remains dangerous after activation.,"The code periodically spawns an effect from Green Shell-specific state during motion IDs 5 and 6. SmashWiki independently describes the Green Shell's activated behavior as continuing forward and dealing damage while sliding, grounding the helper in the item's active-moving presentation without assigning an unsupported visual name to effect ID 1029.",0.9,2026-09-02T05:27:31.840Z,it_8028B8D8,main/melee/it/kinds/itgshell:it_8028B8D8,main/melee/it/kinds/itgshell,function,current,,,,rationale
fact:58b8dab2-2b67-421c-a07d-0872b50911d2,target:function:main/melee/gr/gricemt:stageGObj3_Callback3,,game_mapping,Implements lifecycle handling for a four-object group of auxiliary stage items used by Melee's Icicle Mountain stage; the available evidence does not identify the exact visible platforms or props represented by those four objects.,"Project history explicitly identifies gricemt.c as Icicle Mountain code, while the matched source operates on the stage-specific icemt1 state and sends four retained Item GObjs into the common item subsystem. No resolved source assigns a player-facing name to this particular object group, so the mapping is intentionally bounded.",0.9,2026-09-02T04:07:44.255Z,stageGObj3_Callback3,main/melee/gr/gricemt:stageGObj3_Callback3,main/melee/gr/gricemt,function,current,,,,rationale
fact:59cf615a-ef08-47a4-a740-992e6318961d,target:function:main/melee/ft/kinds/ftCommon/ftCo_Lift:ftCo_LiftTurn_Phys,,data_flow,"Passes the LiftTurn fighter object unchanged to ft_80084F3C. That helper reads the fighter's ground velocity, ground-friction attribute, and maximum walking velocity; when absolute ground speed exceeds the walking maximum, it scales friction by p_ftCommonData->friction_when_above_walk_speed before applying ground friction and ground movement.","The relocated wrapper still performs no local transformation. The current helper source preserves the same input reads, speed guard, friction scaling, and downstream ground-physics calls, while exposing the common-data field's recovered semantic name.",0.99,2026-09-04T19:07:24.419Z,ftCo_LiftTurn_Phys,main/melee/ft/kinds/ftCommon/ftCo_Lift:ftCo_LiftTurn_Phys,main/melee/ft/kinds/ftCommon/ftCo_Lift,function,current,,,,rationale
fact:5b1dca41-772d-4b77-bd49-3bbd65bb0d64,target:function:main/melee/it/kinds/itleadead:itLeadead_UnkMotion17_Phys,,game_mapping,"Implements the gravity component of one airborne ReDead motion, causing the Adventure Mode enemy to accelerate downward while motion 17 is active.","The code identifies the callback as part of the Leadead state machine and directly applies downward acceleration. SmashWiki identifies ReDead's Japanese name as Rīdeddo, supporting the Leadead-to-ReDead mapping, and documents ReDead as a Melee enemy. The available evidence does not establish the specific gameplay trigger for motion 17.",0.9,2026-09-02T03:17:18.808Z,itLeadead_UnkMotion17_Phys,main/melee/it/kinds/itleadead:itLeadead_UnkMotion17_Phys,main/melee/it/kinds/itleadead,function,current,,,,rationale
fact:5b9c8712-f4a4-40ad-961a-de23c778ea1e,target:data:main/melee/gr/ground:.data,,data_flow,"A StageIdPair supplies grkind, which indexes stage_datas to obtain a StageData descriptor. Ground setup passes that descriptor's data1 resource name to the stage-data loader, copies its line-touch and shadow-render callbacks into global stage_info, and later invokes its on_init callback; the preload path likewise reads data1 and performs extra setup for selected ground kinds.","The current initialized registry and setup routines retain the same flow from `StageIdPair.grkind` through `stage_datas` into resource loading, callback publication, preloading, and lifecycle dispatch.",0.99,2026-09-04T20:10:24.670Z,.data,main/melee/gr/ground:.data,main/melee/gr/ground,data,current,,,,value
fact:5c1479f5-70c9-4759-a23c-fb5aefbdb292,target:function:main/melee/it/kinds/itlgun:itLgun_UnkMotion0_Anim,,state_behavior,"Has no guards, timers, or state mutations. Every invocation in motion state 0 deterministically returns false, so this animation callback itself never requests an outcome through a true callback result.",The complete function contains no condition or state access and always returns false. This directly establishes invariant callback behavior without assigning an unsupported semantic name to motion state 0.,0.99,2026-09-02T01:27:38.681Z,itLgun_UnkMotion0_Anim,main/melee/it/kinds/itlgun:itLgun_UnkMotion0_Anim,main/melee/it/kinds/itlgun,function,current,,,,rationale
fact:5c583dda-3198-4ddb-b119-dda34de76575,target:function:main/melee/it/kinds/itmball:itMball_Clanked,,game_mapping,"Realizes the Poké Ball's clanking response: when its active item collision clanks, the ball is made to bounce away from the opposing collision victim.","The code identifies this as the `itMball` clank handler and explicitly calls `itColl_BounceOffVictim`. SmashWiki identifies the Poké Ball's Japanese name as Monster Ball, grounding the `Mball` prefix as the Poké Ball item.",0.94,2026-09-02T01:09:05.755Z,itMball_Clanked,main/melee/it/kinds/itmball:itMball_Clanked,main/melee/it/kinds/itmball,function,current,,,,rationale
fact:5c77c086-e9d3-4aaf-b28b-7b1de2b0b6fa,target:function:main/melee/lb/lbsnap:lbSnap_8001D7B0,,data_flow,"Reads the selected channel's current card result, card-change flag, catalog count, and timestamp fields for two entries. It converts those timestamps to zero-terminated decimal filenames, generates a third decimal timestamp not colliding with any catalog entry, sets the channel result to 8, and forwards the channel and three names to the lower-level filename-exchange task builder; its returned status is forwarded to the caller.","The current routine still formats both selected catalog timestamps, obtains a collision-free third name, updates channel status, and dispatches all three names to the exchange builder.",0.99,2026-09-05T15:26:51.853Z,lbSnap_8001D7B0,main/melee/lb/lbsnap:lbSnap_8001D7B0,main/melee/lb/lbsnap,function,current,,,,value;rationale
fact:5de9801b-8cd1-46f7-901a-d1c8dca86669,target:function:main/melee/it/kinds/itentei:it_802CF3E0,,purpose,"Initializes a newly spawned Entei item by running shared Pokémon setup, clearing all three item-script command variables, applying Entei's first Pokémon special-attribute value through a shared helper, and entering Entei's initial airborne motion state.","The target performs a straight-line initialization sequence: it obtains the Entei Pokémon attributes, invokes common setup, zeroes command variables 0 through 2, passes special attribute x0 to a shared helper, and calls the local state-entry routine. That routine enters airborne state 1. The identically shaped Suicune routine is explicitly named as its Spawned callback, supporting the same role for this Entei function.",0.98,2026-09-02T06:37:33.845Z,it_802CF3E0,main/melee/it/kinds/itentei:it_802CF3E0,main/melee/it/kinds/itentei,function,current,,,,rationale
fact:5dec264e-2df1-4ac4-91fc-deb0fc000cab,target:function:main/melee/gr/grheal:stageGObj4_GObjProc,,purpose,"Supplies the deliberately inert GObj processor callback for HEAL stage ground object 4, satisfying that object's processor slot without performing periodic work.",The complete matched definition is named as ground object 4's GObj processor and has an empty body. Thus its role is to provide a valid callback endpoint while intentionally doing nothing when invoked.,0.98,2026-09-02T03:46:47.521Z,stageGObj4_GObjProc,main/melee/gr/grheal:stageGObj4_GObjProc,main/melee/gr/grheal,function,current,,,,rationale
fact:5deed6fc-b9c3-4e89-8744-c89439185ce0,target:function:main/melee/it/kinds/itgreatfoxlaser:itGreatFoxLaser_Logic27_Absorbed,,purpose,Provides the Great Fox laser projectile's item-side absorbed-event callback. It performs no projectile-specific cleanup or transformation and reports an invariant false result to the item interaction system.,"The complete matched definition is explicitly named as Logic27's absorbed callback and consists only of returning false. Therefore its subsystem role is to supply the projectile-specific absorption disposition, while all substantive handling must occur outside this function.",0.99,2026-09-02T04:17:21.001Z,itGreatFoxLaser_Logic27_Absorbed,main/melee/it/kinds/itgreatfoxlaser:itGreatFoxLaser_Logic27_Absorbed,main/melee/it/kinds/itgreatfoxlaser,function,current,,,,rationale
fact:5e9972e7-ccf8-413b-b1b4-3ee6aa2c2538,target:function:main/melee/it/kinds/itoldkuri:itOldkuri_UnkMotion10_Coll,,game_mapping,Handles collision processing for one state of Melee's Goomba enemy implementation.,The source identifies the object as Old Kuri and the function as its collision callback; SmashWiki identifies Goomba's Japanese name as Kuribō and documents Goombas as active enemies in Melee.,0.88,2026-09-02T02:07:22.280Z,itOldkuri_UnkMotion10_Coll,main/melee/it/kinds/itoldkuri:itOldkuri_UnkMotion10_Coll,main/melee/it/kinds/itoldkuri,function,current,,,,rationale
fact:5ed9748a-882e-46b9-b062-fe6dec8278e9,target:function:main/melee/ft/kinds/ftMasterHand/ftmasterhandtagrockpaper:ftMh_TagRockPaper_Coll,,purpose,"Provides the deliberately inert collision-phase callback for Master Hand's TagRockPaper action state, allowing that callback phase to complete without performing collision processing.",The complete matched definition is named as the TagRockPaper collision callback and has an empty body. This directly establishes that it occupies the action state's collision-callback role while intentionally doing no collision work.,0.97,2026-09-02T00:51:04.119Z,ftMh_TagRockPaper_Coll,main/melee/ft/kinds/ftMasterHand/ftmasterhandtagrockpaper:ftMh_TagRockPaper_Coll,main/melee/ft/kinds/ftMasterHand/ftmasterhandtagrockpaper,function,current,,,,rationale
fact:5f1750a5-8419-4aba-8839-1d22c7f898a0,target:function:main/melee/ft/kinds/ftKirby/ftkirbyspecialn:ftKb_SpecialN_800F5EA8,,inferred_type,Kirby neutral-special capture-completion helper with signature `void(Fighter_GObj* gobj)`. Its argument is Kirby's fighter object; the captured opponent is obtained indirectly from `Fighter.victim_gobj`. It is invoked by an action-state animation callback but is not itself named as a callback.,The relocated definition establishes the void Fighter-GObj signature and indirect victim access; its behavior is a delegated state update rather than a pure query.,0.99,2026-09-04T19:21:24.214Z,ftKb_SpecialN_800F5EA8,main/melee/ft/kinds/ftKirby/ftkirbyspecialn:ftKb_SpecialN_800F5EA8,main/melee/ft/kinds/ftKirby/ftkirbyspecialn,function,current,,,,value
