id,target_id,entity_id,type,value,rationale,confidence,updated_at,symbol,stable_key,unit,target_kind,target_status,entity_kind,locator,entity_status,shape,candidate,evidence_count,flags
fact:1e0ffa30-f59b-494d-8f56-f5c561f7ec24,target:function:main/melee/gm/gmresultplayer:fn_80179DCC,,inferred_name,Likely `gmResultPlayer_CameraCallback0`.,It is the first of four consecutive identical camera-scoped Results rendering callbacks. The numbering and exact spelling remain speculative.,0.65,2026-09-04T19:43:52.734Z,fn_80179DCC,main/melee/gm/gmresultplayer:fn_80179DCC,main/melee/gm/gmresultplayer,function,current,,,,prose_or_other,,1,
fact:1e18537b-e098-4896-87f8-aaa0a8d857ed,target:function:main/melee/gr/ground:Ground_801C1158,,inferred_name,"A plausible original-style name is `Ground_UpdateStageDisplay`, reflecting that it synchronizes the active stage's own display during a match-HUD visibility transition.",The refreshed code still dispatches exclusively to stage-owned display handling in the HUD-disable sequence. Update remains more accurate than Hide because the Stadium path rebuilds display content.,0.72,2026-09-04T20:10:16.170Z,Ground_801C1158,main/melee/gr/ground:Ground_801C1158,main/melee/gr/ground,function,current,,,,prose_or_other,,3,
fact:1e1a68d9-318b-4af7-a275-ce266873b1e2,target:function:main/melee/it/kinds/ithouou:it_802D2ED0,,inferred_name,Likely `itHououSacredFire_Logic42_EvtUnk` or `itHououSacredFire_Logic42_OnReferenceInvalidated`; the exact original suffix is uncertain.,"The relocated source still places this function directly after the Logic42 Sacred Fire spawn callback, and its callee remains the common reference-removal helper. The named Chicorita analog uses the LogicN_EvtUnk convention for the same helper shape, supporting the proposed stem while leaving the exact suffix uncertain.",0.76,2026-09-04T20:40:45.256Z,it_802D2ED0,main/melee/it/kinds/ithouou:it_802D2ED0,main/melee/it/kinds/ithouou,function,current,,,,prose_or_other,,3,possible_alternatives_review
fact:1e1cf2d5-88f8-401b-ac15-084826a510d3,target:function:main/melee/it/kinds/itsword:it_80285424,,inferred_name,Likely `itSword_UnkMotion0_Enter`.,"The function selects Sword motion state 0 and appears immediately before the corresponding `itSword_UnkMotion0_Anim`, `Phys`, and `Coll` callbacks. It is also supplied as the landing continuation from the airborne collision callback, matching a state-entry helper role. The exact original name remains inferential because no symbol or discussion preserves it.",0.86,2026-09-02T06:07:57.987Z,it_80285424,main/melee/it/kinds/itsword:it_80285424,main/melee/it/kinds/itsword,function,current,,,,prose_or_other,,2,
fact:1e1d6166-5067-4d02-a5d5-fc27abb1bce0,target:function:main/melee/it/kinds/itnessyoyo:it_802BF4A0,,inferred_name,A plausible original-style name is itNessyoyo_UpdateChargeString.,"The routine is called only from the Ness yo-yo's motion-state-2 physics callback, and its move-dependent branch explicitly selects UPSMASH_CHARGE_STRING_LENGTH or DOWNSMASH_CHARGE_STRING_LENGTH while updating the linked string. The exact original name is not preserved, so this remains a convention-based semantic guess.",0.76,2026-09-02T06:49:43.013Z,it_802BF4A0,main/melee/it/kinds/itnessyoyo:it_802BF4A0,main/melee/it/kinds/itnessyoyo,function,current,,,,prose_or_other,,2,
fact:1e273a66-af97-4868-b1e7-cfea4d5c5cda,target:function:main/melee/it/kinds/ithassam:itHassam_UnkMotion3_Anim,,inferred_name,A plausible recovered name is itHassam_SpawnAir_Anim.,"The current table identifies this as state 3's animation callback, initialization enters state 3 through an airborne-state helper, and floor contact subsequently advances to state 0; this supports a spawn-air role while leaving the exact original wording uncertain.",0.68,2026-09-04T23:20:13.332Z,itHassam_UnkMotion3_Anim,main/melee/it/kinds/ithassam:itHassam_UnkMotion3_Anim,main/melee/it/kinds/ithassam,function,current,,,,prose_or_other,,2,
fact:1e2d8858-1ce0-4ac7-85e8-21d9bc261e37,target:function:main/melee/it/it_26B1:it_8026B344,,inferred_name,itGetGrabPosition,"The routine is a read-only output query for the position used immediately alongside `itGetGrabRangeX` and `itGetGrabRangeY`, making `itGetGrabPosition` consistent with the local item-query convention while remaining an unverified original-name inference.",0.82,2026-09-04T20:25:04.064Z,it_8026B344,main/melee/it/it_26B1:it_8026B344,main/melee/it/it_26B1,function,current,,,,bare_identifier,itGetGrabPosition,2,
fact:1e2e5cfa-6aed-41ef-b367-317fca280a90,target:function:main/melee/gm/gmresultplayer:fn_80179D60,,inferred_name,Likely `gmResultPlayer_RenderSlot1`.,The target belongs to the adjacent fixed-slot wrapper family and specializes the common Results renderer to participant index 1.,0.74,2026-09-04T19:45:09.587Z,fn_80179D60,main/melee/gm/gmresultplayer:fn_80179D60,main/melee/gm/gmresultplayer,function,current,,,,prose_or_other,,1,
fact:1e2f8fb2-9cc4-4ac8-b436-1521efcf4bb7,target:function:main/melee/db/dbitem:db_80225D64,,inferred_name,Likely `db_ApplyItemCollisionBubbleMode`.,"The function applies, rather than toggles, the current global collision-bubble mode to one ownerless item; the proposed `db_` name continues to distinguish it from the adjacent global toggle and owner-aware helper.",0.84,2026-09-04T18:30:58.090Z,db_80225D64,main/melee/db/dbitem:db_80225D64,main/melee/db/dbitem,function,current,,,,prose_or_other,,2,
fact:1e345654-3b6b-49e4-bab5-b860e3148e8f,target:function:main/melee/gr/grlib:grLib_801C9834,,inferred_name,A plausible original name is `grLib_RemoveGenerator`.,The function is a ground-library wrapper whose sole operation passes one generator to the HSD routine that searches the active generator list and performs or schedules its removal. `RemoveGenerator` is preferable to `DestroyGenerator` because the underlying cleanup can retain a generator temporarily while child particles or shared transform state remain.,0.87,2026-09-02T12:06:12.940Z,grLib_801C9834,main/melee/gr/grlib:grLib_801C9834,main/melee/gr/grlib,function,current,,,,prose_or_other,,2,
fact:1e362cf5-f1f2-4221-b3c2-6a61bb752aab,target:function:main/melee/it/kinds/itoctarock:itOctarock_UnkMotion8_Phys,,inferred_name,`itOctarock_DeadFall_Phys`,"The callback belongs to a terminal damage state that prepares launch velocity and then applies gravity. `DeadFall_Phys` follows the unit's callback convention, although the exact original state term remains uncertain.",0.74,2026-09-04T23:33:02.094Z,itOctarock_UnkMotion8_Phys,main/melee/it/kinds/itoctarock:itOctarock_UnkMotion8_Phys,main/melee/it/kinds/itoctarock,function,current,,,,quoted_identifier,itOctarock_DeadFall_Phys,2,
fact:1e451177-b3ab-4bb6-bb11-5718f6f7042c,target:function:main/melee/gm/gm_1601:fn_80163FA4,,inferred_name,"A plausible original name is `gm_CountCompletedEvents`, describing its aggregation of persistent Event Match completion flags over a supplied range.","The target counts true results from an indexed persistent-bit predicate, the Event Match menu applies that predicate across 51 entries, and callers request the first 30 or all 51 entries. No surviving symbol confirms the exact spelling.",0.9,2026-09-04T22:56:19.925Z,fn_80163FA4,main/melee/gm/gm_1601:fn_80163FA4,main/melee/gm/gm_1601,function,current,,,,prose_or_other,,3,
fact:1e4cbebb-0fc6-4d81-a6bf-a50193cc6ffe,target:function:main/melee/gr/grflatzone:grFlatzone_80217DA4,,inferred_name,`stageGObj4_Callback3`,"The current Flat Zone table retains the target as entry 4's fourth callback, while the current Marth Target Test unit uses the `stageGObj<index>_Callback3` convention for the corresponding slot.",0.88,2026-09-04T23:01:39.672Z,grFlatzone_80217DA4,main/melee/gr/grflatzone:grFlatzone_80217DA4,main/melee/gr/grflatzone,function,current,,,,quoted_identifier,stageGObj4_Callback3,2,candidate_is_existing_symbol_review_scope
fact:1e5226d2-26a8-4330-bb5b-0333737d6693,target:function:main/melee/gm/gmmain_lib:gmMainLib_8015F4BC,,inferred_name,Likely original-style name: `gmMainLib_ResetUnlockProgress`.,The function resets an entire counter record whose fields feed progression thresholds; the exact noun and spelling remain uncertain.,0.64,2026-09-04T19:43:51.406Z,gmMainLib_8015F4BC,main/melee/gm/gmmain_lib:gmMainLib_8015F4BC,main/melee/gm/gmmain_lib,function,current,,,,prose_or_other,,2,
fact:1e55274f-cf97-440d-9f4f-bdbf1a78256a,target:function:main/melee/it/kinds/itseakchain:it_802BCF84,,inferred_name,Likely `itSeakchain_UnkMotion4_Enter`.,"At head the target still unconditionally enters item state 4 and installs its accessory callback, while the table retains the recovered `itSeakchain_UnkMotion4_Anim` naming form. This supports the corresponding `_Enter` guess without directly proving it.",0.82,2026-09-04T23:35:11.820Z,it_802BCF84,main/melee/it/kinds/itseakchain:it_802BCF84,main/melee/it/kinds/itseakchain,function,current,,,,prose_or_other,,2,
fact:1e579083-9672-4339-92b2-e7e4456abc66,target:function:main/melee/mn/mninfo:mnInfo_80251F04,,inferred_name,Likely `mnInfo_CreateRightColumnText`.,The current function exclusively creates and populates one indexed `right_column` text object and is paired with the left-column constructor.,0.65,2026-09-04T23:43:19.095Z,mnInfo_80251F04,main/melee/mn/mninfo:mnInfo_80251F04,main/melee/mn/mninfo,function,current,,,,prose_or_other,,1,
fact:1e611cb5-8b60-4945-8792-6643188c704c,target:function:main/melee/lb/lbshadow:lbShadow_8000EFEC,,inferred_name,lbShadow_UpdateActive,"The routine performs a global active-shadow update rather than allocation or rendering: it applies the subsystem's active-shadow limit and immediately calls the per-fighter activation evaluator. The `lbShadow_` prefix is established by the unit, while `UpdateActive` is a behavior-based reconstruction and remains speculative because no preserved symbol supplies the suffix.",0.68,2026-09-02T14:20:49.932Z,lbShadow_8000EFEC,main/melee/lb/lbshadow:lbShadow_8000EFEC,main/melee/lb/lbshadow,function,current,,,,bare_identifier,lbShadow_UpdateActive,2,
fact:1e728d1d-17cc-46ef-a1de-44fa96d24924,target:function:main/melee/gr/grmutecity:grMuteCity_801F040C,,inferred_name,`stageGObj28_Callback3`,"At head the target remains in row 28's fourth callback field, which the current type calls `callback3`; the current Ice Mountain analog preserves the `stageGObj<ID>_Callback3` authored-style convention for the same slot.",0.74,2026-09-04T20:07:47.789Z,grMuteCity_801F040C,main/melee/gr/grmutecity:grMuteCity_801F040C,main/melee/gr/grmutecity,function,current,,,,quoted_identifier,stageGObj28_Callback3,3,
fact:1e7cf33d-b9ca-4b17-8448-f4c0cb1dd867,target:function:main/melee/lb/lbaudio_ax:lbAudioAx_80027DBC,,inferred_name,A plausible original-style name is `lbAudioAx_ResetRuntimeAudio`.,"The function resets playback, stream, control, and pending-load state while leaving AX and Synth initialized, making a runtime-audio reset more accurate than hardware shutdown.",0.72,2026-09-04T21:13:15.072Z,lbAudioAx_80027DBC,main/melee/lb/lbaudio_ax:lbAudioAx_80027DBC,main/melee/lb/lbaudio_ax,function,current,,,,prose_or_other,,2,
fact:1e881bf7-6a1e-4024-ba96-b33a74a22fc5,target:function:main/melee/ft/kinds/ftGameWatch/ftgamewatchattacks4:ftGw_AttackS4_ItemTorchSetFlag,,inferred_name,A more role-descriptive original-style name was plausibly ftGw_AttackS4_ItemTorchOnDestroy or ftGw_AttackS4_ItemTorchClearReference; OnDestroy is preferred because the Fire article's destruction notifier invokes it through item->owner.,"The body restores the article from hitlag and clears a GObj reference rather than setting a scalar flag. The current item-side caller is a destruction notifier, while nearby Game & Watch and Ness analogues use the same restore-then-clear lifecycle shape.",0.84,2026-09-04T22:49:58.724Z,ftGw_AttackS4_ItemTorchSetFlag,main/melee/ft/kinds/ftGameWatch/ftgamewatchattacks4:ftGw_AttackS4_ItemTorchSetFlag,main/melee/ft/kinds/ftGameWatch/ftgamewatchattacks4,function,current,,,,prose_or_other,,4,possible_alternatives_review
fact:1e89839a-edf5-492f-9904-4b6a29682310,target:function:main/melee/gm/gm_18A1:gm_8018A25C,,inferred_name,gm_GetClassicStageGroupComponent1,The relocated routine is a side-effect-free GM getter over ClassicStageEntry data and returns component one of an indexed three-byte group. The exact gameplay terminology remains unknown.,0.63,2026-09-05T00:23:59.280Z,gm_8018A25C,main/melee/gm/gm_18A1:gm_8018A25C,main/melee/gm/gm_18A1,function,current,,,,bare_identifier,gm_GetClassicStageGroupComponent1,2,
fact:1e9c2b5a-e4ed-419f-b986-5abc236207a2,target:function:main/melee/it/kinds/itparasol:it_8028B6B0,,inferred_name,Likely itParasol_UnkMotion6,"The routine is the Parasol-specific entry helper that always selects motion-state index 6. The surrounding unit uses the itParasol_UnkMotionN convention for routines associated with numbered item states, making this a plausible local name, although no symbol or review discussion confirms the original wording.",0.76,2026-09-02T06:00:26.306Z,it_8028B6B0,main/melee/it/kinds/itparasol:it_8028B6B0,main/melee/it/kinds/itparasol,function,current,,,,prose_or_other,,2,
fact:1eb5a55a-14e3-4fe1-ae5b-f68331b720ba,target:function:main/melee/gr/grkongo:grKongo_801D8078,,inferred_name,A plausible original-style name is `grKongo_FindNearbyKlap`.,At its current location the function remains a read-only `grKongo` search whose sole successful result is the first nearby `It_Kind_Klap` object. The exact original terminology remains unknown.,0.72,2026-09-04T20:04:56.237Z,grKongo_801D8078,main/melee/gr/grkongo:grKongo_801D8078,main/melee/gr/grkongo,function,current,,,,prose_or_other,,1,
fact:1eb63d17-81e7-43b4-a2ad-f83a464fd065,target:function:main/melee/ft/kinds/ftCommon/ftCo_CatchPull:fn_800D9CE8,,inferred_name,Likely `ftCo_CatchPull_Enter`.,"The function performs complete entry initialization for either standing or dash CatchPull, including motion selection, velocity reset, attachment setup, and callback installation; the exact original suffix remains uncertain.",0.82,2026-09-04T19:03:10.057Z,fn_800D9CE8,main/melee/ft/kinds/ftCommon/ftCo_CatchPull:fn_800D9CE8,main/melee/ft/kinds/ftCommon/ftCo_CatchPull,function,current,,,,prose_or_other,,1,
fact:1eb8d818-3c25-4b0e-b6ed-581333349d28,target:function:main/melee/ft/ftaction:ftAction_80072A5C,,inferred_name,`ftAction_StartColAnim` is a plausible original-style name for this command handler.,"The current callee still attempts to install a selected fighter color-animation profile on an appropriate overlay controller, preserving the semantic basis for a `StartColAnim` handler name.",0.74,2026-09-04T18:48:45.757Z,ftAction_80072A5C,main/melee/ft/ftaction:ftAction_80072A5C,main/melee/ft/ftaction,function,current,,,,prose_or_other,,1,
fact:1eb912db-8774-4429-9090-4feb1aa8742a,target:function:main/melee/ft/ftlib:ftLib_80087744,,inferred_name,Likely `ftLib_GetGameWatchItemOutline` or `ftLib_SetGameWatchItemOutline`.,"The native branch writes an explicitly named Game & Watch outline attribute into article storage, and the sole concrete caller invokes the routine during shared Game & Watch article initialization. The current evidence still does not distinguish whether the original name emphasized obtaining the fighter value or setting the article field.",0.72,2026-09-04T18:53:22.362Z,ftLib_80087744,main/melee/ft/ftlib:ftLib_80087744,main/melee/ft/ftlib,function,current,,,,prose_or_other,,3,possible_alternatives_review
fact:1ec151b5-e651-424c-b1dc-144b0aebaf49,target:function:main/melee/ft/kinds/ftCommon/ftCo_YoshiEgg:ftCo_800BC388,,inferred_name,"The original name was plausibly `ftCo_YoshiEgg_Ground`, identifying it as the grounded-side transition helper paired with the adjacent YoshiEgg air helper.","The function belongs to the ftCo_YoshiEgg callback family, is selected when the airborne collision branch detects a landing, and exclusively invokes the common grounding routine. Its adjacent structural twin, ftCo_800BC3AC, invokes the complementary airborne initializer, supporting a paired Ground/Air naming family, although no surviving symbol confirms the exact spelling.",0.76,2026-09-02T06:42:41.993Z,ftCo_800BC388,main/melee/ft/kinds/ftCommon/ftCo_YoshiEgg:ftCo_800BC388,main/melee/ft/kinds/ftCommon/ftCo_YoshiEgg,function,current,,,,prose_or_other,,2,
fact:1ee03df4-866e-4f96-a201-2a04131f2189,target:function:main/melee/ft/kinds/ftCommon/ftCo_0A01:ftCo_800A5A5C,,inferred_name,ftCo_IsHeavyItem,"The item subsystem already uses the canonical name itIsHeavy for an attribute-based heavy-item predicate. This fighter-common helper performs the analogous classification from an Item pointer by enumerating the four relevant heavy kinds, while nearby recovered names use the ftCo_Is... predicate convention. The proposed name is therefore plausible but remains an inference rather than a rename instruction.",0.84,2026-09-02T13:59:39.890Z,ftCo_800A5A5C,main/melee/ft/kinds/ftCommon/ftCo_0A01:ftCo_800A5A5C,main/melee/ft/kinds/ftCommon/ftCo_0A01,function,current,,,,bare_identifier,ftCo_IsHeavyItem,3,
fact:1ee14cc4-d440-4235-a5b0-a27f82b4bdb8,target:function:main/melee/gr/grbigblue:grBigBlue_801E6298,,inferred_name,`grBigBlue_StageGObj1_OnInit` is a plausible original-style name.,"The current Big Blue table identifies the target as entry 1's initializer, while a recovered analogous stage initializer uses the `stageGObjN_OnInit` convention.",0.78,2026-09-04T19:52:43.263Z,grBigBlue_801E6298,main/melee/gr/grbigblue:grBigBlue_801E6298,main/melee/gr/grbigblue,function,current,,,,prose_or_other,,2,
fact:1ee2dfcc-4d81-4e38-bbc0-9aae26369746,target:function:main/melee/gr/gricemt:grIceMt_801F91EC,,inferred_name,"A plausible recovered-style name is `grIceMt_InitJointCollisionAnimation`, reflecting that the routine initializes persistent animation state and binds its activation callback to a map collision joint.",The unit consistently uses the `grIceMt_` prefix for stage-specific helpers. This function's complete behavior is initialization of a record subsequently activated by a joint-collision callback and advanced by the adjacent animation update helper. The identifier remains speculative because no source symbol or review discussion preserves an original semantic name.,0.76,2026-09-02T06:23:53.992Z,grIceMt_801F91EC,main/melee/gr/gricemt:grIceMt_801F91EC,main/melee/gr/gricemt,function,current,,,,prose_or_other,,2,
fact:1ee89a62-2a4e-4213-8031-92d607d0b311,target:function:main/melee/mn/mnstagesw:mnStageSw_80235C58,,inferred_name,A plausible original-style name is `mnStageSw_FindNearestAvailableStage`.,"The current body searches outward from a requested stage-list position for the closest entry accepted by the availability predicate, and the caller uses it for cross-column navigation. The proposed name describes that demonstrated role and follows the unit's `mnStageSw_` convention, but the original spelling remains unrecovered. This re-cites the standing inference at the checkout head.",0.82,2026-09-04T02:40:17.544Z,mnStageSw_80235C58,main/melee/mn/mnstagesw:mnStageSw_80235C58,main/melee/mn/mnstagesw,function,current,,,,prose_or_other,,2,
fact:1eed8e55-112f-4283-9d73-5d91cfbe48ea,target:function:main/melee/ft/kinds/ftCommon/ftCo_0A01:ftCo_800AEA8C,,inferred_name,A plausible original-style name is ftCo_CpuHandleDistantTarget.,"The routine rebuilds target policy and assigns a grounded destination, and its known caller uses it after a fighter target exceeds the configured distance threshold. The ftCo_Cpu prefix is conventional, but the original suffix is unknown.",0.68,2026-09-04T19:00:16.836Z,ftCo_800AEA8C,main/melee/ft/kinds/ftCommon/ftCo_0A01:ftCo_800AEA8C,main/melee/ft/kinds/ftCommon/ftCo_0A01,function,current,,,,prose_or_other,,1,
fact:1ef5de70-bb98-4bce-9e60-fe3864348a7d,target:function:main/melee/it/kinds/itleadead:itLeadead_UnkMotion2_Anim,,inferred_name,A plausible original-style name is `itLeadead_Walk_Anim`.,"The callback occupies an animation-state slot whose transition routine establishes facing-directed horizontal speed, clears the other velocity components, and restarts the same moving state. The adjacent state waits before entering this state, while ReDead's documented basic locomotion is limping toward fighters. These signals support Walk as a likely semantic motion name, although no symbol or review evidence directly preserves the original name.",0.76,2026-09-02T03:14:20.196Z,itLeadead_UnkMotion2_Anim,main/melee/it/kinds/itleadead:itLeadead_UnkMotion2_Anim,main/melee/it/kinds/itleadead,function,current,,,,prose_or_other,,3,
fact:1efa3bae-af66-4df2-a457-0ddbaa1ec2bb,target:function:main/melee/ft/kinds/ftCommon/ftCo_Throw:ftCo_800DD100,,inferred_name,Likely `ftCo_Throw_DeathCleanup`.,"At the current revision the function remains a capture-pair cleanup helper invoked directly from fighter death processing, supporting the existing tentative subsystem-style name.",0.76,2026-09-04T19:08:13.705Z,ftCo_800DD100,main/melee/ft/kinds/ftCommon/ftCo_Throw:ftCo_800DD100,main/melee/ft/kinds/ftCommon/ftCo_Throw,function,current,,,,prose_or_other,,2,
fact:1efa3d37-835f-429d-83bc-9eb483fa4742,target:function:main/melee/it/kinds/itlinkarrow:itLinkarrow_UnkMotion2_Anim,,inferred_name,Likely original name: `itLinkArrow_Shield_Anim`.,"The target occupies state 2's animation slot, and the HitShield event enters state 2 and stores the fighter whose guard state the callback monitors; `Shield_Anim` is plausible but not preserved as an original symbol.",0.76,2026-09-04T20:48:14.156Z,itLinkarrow_UnkMotion2_Anim,main/melee/it/kinds/itlinkarrow:itLinkarrow_UnkMotion2_Anim,main/melee/it/kinds/itlinkarrow,function,current,,,,prose_or_other,,3,
fact:1effefd0-5a07-47e4-a860-38faddfa7b2f,target:function:main/melee/gm/gmregtyfall:fn_801A6C30,,inferred_name,"The original name was plausibly `gm_ToyFall_Cut1CaptureCamera_Anim`, identifying the animation process for the cut-1 camera whose GX callback captures framebuffer output.","The setup pairs this process with `fn_801A6ACC` on an animated first-cut camera. The target itself only advances that attached camera, but no surviving symbol confirms the exact name.",0.7,2026-09-04T19:43:30.566Z,fn_801A6C30,main/melee/gm/gmregtyfall:fn_801A6C30,main/melee/gm/gmregtyfall,function,current,,,,prose_or_other,,2,
fact:1f0a28f0-e3ae-4260-9bad-95f34c5e5b92,target:function:main/melee/ty/toy:un_80304780,,inferred_name,Likely `Toy_CheckAllBlueSmashTrophies`; a more explicit alternative is `Toy_AreAllBlueSmashTrophiesCollected`.,The body is a Toy-backed all-membership query over the third member of every three-entry fighter-trophy group; no surviving symbol establishes the original wording.,0.76,2026-09-04T22:39:10.698Z,un_80304780,main/melee/ty/toy:un_80304780,main/melee/ty/toy,function,current,,,,prose_or_other,,1,
fact:1f144d67-abb0-498b-95e8-3c8a3390a94b,target:function:main/melee/gr/grtmewtwo:grTMewtwo_80222488,,inferred_name,`stageGObj1_Callback1`,"The target occupies callback1 of entry 1, and identical callbacks in parallel Target Test controllers use the exact name `stageGObj1_Callback1`.",0.96,2026-09-04T23:13:10.305Z,grTMewtwo_80222488,main/melee/gr/grtmewtwo:grTMewtwo_80222488,main/melee/gr/grtmewtwo,function,current,,,,quoted_identifier,stageGObj1_Callback1,3,candidate_is_existing_symbol_review_scope
fact:1f29f918-db31-44b1-aa4b-c00fbd5fd917,,translation_unit:src/melee/ft/kinds/ftCommon/ftCo_0C60.c,inferred_name,`ftCo_HammerPass` is a plausible original translation-unit name.,"Both functions are dedicated to converting a common Pass request into HammerFall, matching local Hammer and Pass terminology; no surviving symbol confirms it.",0.78,2026-09-04T03:45:45.623Z,,,,,,translation_unit,src/melee/ft/kinds/ftCommon/ftCo_0C60.c,active,prose_or_other,,1,
fact:1f2bc7aa-59bb-4dda-beec-b02658a70bf4,target:function:main/melee/it/kinds/itmaril:it_802D6FB0,,inferred_name,Likely `itMaril_RemoveGObjReferences` or `itMaril_OnReferenceInvalidated`; the exact original name and any logic-number component are uncertain.,"The current wrapper's sole operation is invoking a common helper explicitly documented as removing all GObj interaction references. That establishes the semantic operation, while the duplicate Marill wrapper and absence of a recovered symbol leave the exact original naming context uncertain.",0.72,2026-09-04T20:49:33.040Z,it_802D6FB0,main/melee/it/kinds/itmaril:it_802D6FB0,main/melee/it/kinds/itmaril,function,current,,,,prose_or_other,,2,possible_alternatives_review
fact:1f346801-c7ef-4146-9dcc-ea26f5af8944,target:function:main/melee/ft/ftcommon:ftCommon_8007FA00,,inferred_name,Plausible original-style name: `ftCommon_AdjustBunnyHoodModel`.,The entire current function adjusts the attached RabbitC item's model offsets and scale using fighter-specific attributes. The proposed name describes those demonstrated effects without assigning unsupported meanings to the numbered joints.,0.82,2026-09-04T17:52:27.513Z,ftCommon_8007FA00,main/melee/ft/ftcommon:ftCommon_8007FA00,main/melee/ft/ftcommon,function,current,,,,prose_or_other,,2,
fact:1f37b068-9e56-4ea4-97f0-c638b4897d21,target:function:main/melee/it/itzako:it_8027C8D0,,inferred_name,Likely original-style name: itZako_SetGroundTangentVelocity.,"The local item modules use item-prefixed semantic callback and helper names, while this shared itzako routine deterministically replaces an item's velocity with a facing-selected tangent to its floor normal. `SetGroundTangentVelocity` concisely distinguishes the operation from the neighboring model-orientation helper, although no recovered symbol or maintainer discussion confirms the exact original wording.",0.74,2026-09-02T07:45:59.099Z,it_8027C8D0,main/melee/it/itzako:it_8027C8D0,main/melee/it/itzako,function,current,,,,prose_or_other,,2,
fact:1f44aa79-fd26-4da0-83fb-2082a8d0a559,target:function:main/melee/it/kinds/itchicorita:itChicorita_UnkMotion2_Anim,,inferred_name,A plausible original-style semantic name is `itChicorita_Spawn_Anim`.,"The callback occupies the animation slot of the state entered by Chikorita's spawn initializer, and its sole callee updates fields in the generic `pokemon_spawn` payload to scale the model through appearance phases.",0.82,2026-09-04T20:33:15.410Z,itChicorita_UnkMotion2_Anim,main/melee/it/kinds/itchicorita:itChicorita_UnkMotion2_Anim,main/melee/it/kinds/itchicorita,function,current,,,,prose_or_other,,2,
fact:1f4e5196-5ccf-434b-9112-a5ef3af3afc5,target:function:main/melee/mn/mnsoundtest:fn_8024AED0,,inferred_name,A plausible original-style name is `mnSoundTest_HandleSFXInput`.,"The current body remains devoted to controller dispatch, clip navigation, preview timing, and categorized sound-effect playback; the exact original suffix remains unverified.",0.8,2026-09-04T21:21:59.110Z,fn_8024AED0,main/melee/mn/mnsoundtest:fn_8024AED0,main/melee/mn/mnsoundtest,function,current,,,,prose_or_other,,1,
fact:1f4f4930-4e09-447b-8a56-16191c6ec40d,target:function:main/melee/it/kinds/itmsbomb:it_80290314,,inferred_name,"Likely `itMsbomb_UnkMotion4_Enter`, following the translation unit's `itMsbomb_UnkMotionN_*` convention and this function's role as the entry routine for motion state 4.","The function explicitly selects motion state 4 and performs that state's initialization, while adjacent callbacks are named `itMsbomb_UnkMotion4_Coll`, `itMsbomb_UnkMotion5_Phys`, and `itMsbomb_UnkMotion5_Coll`. The exact original suffix remains uncertain because neighboring state-entry routines are still address-named.",0.78,2026-09-02T05:52:07.850Z,it_80290314,main/melee/it/kinds/itmsbomb:it_80290314,main/melee/it/kinds/itmsbomb,function,current,,,,prose_or_other,,1,
fact:1f548641-d4e8-490d-803c-107490c9fd2a,target:function:main/melee/gr/grlib:grLib_801C98A0,,inferred_name,grLib_RemoveGeneratorsByJObj,A plausible original-style name should describe the observable selection key and operation: this grLib routine finds all generators whose attachment pointer equals the given JObj and sends them through cleanup. “Remove” is preferred over “destroy” because the visible code initiates the generator subsystem's cleanup path but does not itself free storage.,0.82,2026-09-02T12:04:38.611Z,grLib_801C98A0,main/melee/gr/grlib:grLib_801C98A0,main/melee/gr/grlib,function,current,,,,bare_identifier,grLib_RemoveGeneratorsByJObj,1,
fact:1f5bdcab-1f0b-450c-89fa-4d96b0c342b0,target:function:main/melee/ft/kinds/ftPopo/ftpopospecialhi:ftPp_SpecialS_80120FE0,,inferred_name,Likely original semantic name: ftPp_SpecialHi_UpdateClimbersString.,"The helper is shared by grounded and aerial SpecialHi animation callbacks and exclusively maintains the climbers-string article across the move's tick sequence. The `ftPp_SpecialHi_` prefix follows the surrounding Belay callback family, while `UpdateClimbersString` describes its demonstrated responsibility; the exact developer wording remains uncertain.",0.82,2026-09-02T06:15:31.567Z,ftPp_SpecialS_80120FE0,main/melee/ft/kinds/ftPopo/ftpopospecialhi:ftPp_SpecialS_80120FE0,main/melee/ft/kinds/ftPopo/ftpopospecialhi,function,current,,,,prose_or_other,,2,
fact:1f61450e-2d15-4baa-9f9c-cbfa04876a79,target:function:main/melee/it/kinds/itegg:it_80288C88,,inferred_name,`itEgg_Spawn`,"At the current head, the surrounding module uses the `itEgg_` prefix and this function constructs and returns an `It_Kind_Egg` from parent, position, velocity, and facing inputs. The existing spawn-oriented inferred name therefore remains plausible after the source drift.",0.72,2026-09-04T23:17:14.497Z,it_80288C88,main/melee/it/kinds/itegg:it_80288C88,main/melee/it/kinds/itegg,function,current,,,,quoted_identifier,itEgg_Spawn,1,
fact:1f62bf98-0505-4cc6-ba72-1082393abc96,target:data:main/melee/mn/mnnamenew:.sbss,,inferred_name,mnNameNew_GObj,"The address-style member is declared as `HSD_GObj*`, receives the newly created Name Entry object, and is consistently used as the active editor handle, making this module-style name plausible.",0.86,2026-09-05T15:27:59.311Z,.sbss,main/melee/mn/mnnamenew:.sbss,main/melee/mn/mnnamenew,data,current,,,,bare_identifier,mnNameNew_GObj,3,
